,S1,S11,S10,S9,S5,S4,S13,S3,S2,S12
148,1019.3602020736881,1019.3602020736881,1019.3602020736881,1019.3602020736881,1019.3602020736881,1019.3602020736881,1019.3602020736881,1019.3602020736881,1019.3602020736881,1019.3602020736881
149,4875.052740000867,4875.052740000867,4875.052740000867,4875.052740000867,4875.052740000867,4875.052740000867,4875.052740000867,4875.052740000867,4875.052740000867,4875.052740000867
150,4253.7749686696225,4253.7749686696225,4253.7749686696225,4253.7749686696225,4253.7749686696225,4253.7749686696225,4253.7749686696225,4253.7749686696225,4253.7749686696225,4253.7749686696225
151,2017.2165602859968,2017.2165602859968,2017.2165602859968,2017.2165602859968,2017.2165602859968,2017.2165602859968,2017.2165602859968,2017.2165602859968,2017.2165602859968,2017.2165602859968
152,2262.2483597797795,2262.2483597797795,2262.2483597797795,2262.2483597797795,2262.2483597797795,2262.2483597797795,2262.2483597797795,2262.2483597797795,2262.2483597797795,2262.2483597797795
153,1478.4372012603478,1478.4372012603478,1478.4372012603478,1478.4372012603478,1478.4372012603478,1478.4372012603478,1478.4372012603478,1478.4372012603478,1478.4372012603478,1478.4372012603478
154,1597.2744698179363,1597.2744698179363,1597.2744698179363,1597.2744698179363,1597.2744698179363,1597.2744698179363,1597.2744698179363,1597.2744698179363,1597.2744698179363,1597.2744698179363
155,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072
156,1840.2199044994395,1840.2199044994395,1840.2199044994395,1840.2199044994395,1840.2199044994395,1840.2199044994395,1840.2199044994395,1840.2199044994395,1840.2199044994395,1840.2199044994395
157,1375.0441320626924,1375.0441320626924,1375.0441320626924,1375.0441320626924,1375.0441320626924,1375.0441320626924,1375.0441320626924,1375.0441320626924,1375.0441320626924,1375.0441320626924
158,1573.6840286283766,1573.6840286283766,1573.6840286283766,1573.6840286283766,1573.6840286283766,1573.6840286283766,1573.6840286283766,1573.6840286283766,1573.6840286283766,1573.6840286283766
159,2106.322320200874,2106.322320200874,2106.322320200874,2106.322320200874,2106.322320200874,2106.322320200874,2106.322320200874,2106.322320200874,2106.322320200874,2106.322320200874
160,2324.3769280348756,2324.3769280348756,2324.3769280348756,2324.3769280348756,2324.3769280348756,2324.3769280348756,2324.3769280348756,2324.3769280348756,2324.3769280348756,2324.3769280348756
161,1792.9377705445231,1792.9377705445231,1792.9377705445231,1792.9377705445231,1792.9377705445231,1792.9377705445231,1792.9377705445231,1792.9377705445231,1792.9377705445231,1792.9377705445231
162,2756.8299511858986,2756.8299511858986,2756.8299511858986,2756.8299511858986,2756.8299511858986,2756.8299511858986,2756.8299511858986,2756.8299511858986,2756.8299511858986,2756.8299511858986
163,1229.1018501714643,1229.1018501714643,1229.1018501714643,1229.1018501714643,1229.1018501714643,1229.1018501714643,1229.1018501714643,1229.1018501714643,1229.1018501714643,1229.1018501714643
164,1693.076046536295,1693.076046536295,1693.076046536295,1693.076046536295,1693.076046536295,1693.076046536295,1693.076046536295,1693.076046536295,1693.076046536295,1693.076046536295
165,2730.193846986388,2730.193846986388,2730.193846986388,2730.193846986388,2730.193846986388,2730.193846986388,2730.193846986388,2730.193846986388,2730.193846986388,2730.193846986388
166,2026.7084544621157,2026.7084544621157,2026.7084544621157,2026.7084544621157,2026.7084544621157,2026.7084544621157,2026.7084544621157,2026.7084544621157,2026.7084544621157,2026.7084544621157
167,2075.591567824404,2075.591567824404,2075.591567824404,2075.591567824404,2075.591567824404,2075.591567824404,2075.591567824404,2075.591567824404,2075.591567824404,2075.591567824404
168,2600.0141253296533,2600.0141253296533,2600.0141253296533,2600.0141253296533,2600.0141253296533,2600.0141253296533,2600.0141253296533,2600.0141253296533,2600.0141253296533,2600.0141253296533
169,2057.6393138711337,2057.6393138711337,2057.6393138711337,2057.6393138711337,2057.6393138711337,2057.6393138711337,2057.6393138711337,2057.6393138711337,2057.6393138711337,2057.6393138711337
170,1788.8302500942837,1788.8302500942837,1788.8302500942837,1788.8302500942837,1788.8302500942837,1788.8302500942837,1788.8302500942837,1788.8302500942837,1788.8302500942837,1788.8302500942837
171,2424.7518608474784,2424.7518608474784,2424.7518608474784,2424.7518608474784,2424.7518608474784,2424.7518608474784,2424.7518608474784,2424.7518608474784,2424.7518608474784,2424.7518608474784
172,1707.2274825137265,1707.2274825137265,1707.2274825137265,1707.2274825137265,1707.2274825137265,1707.2274825137265,1707.2274825137265,1707.2274825137265,1707.2274825137265,1707.2274825137265
173,2407.6180845204917,2407.6180845204917,2407.6180845204917,2407.6180845204917,2407.6180845204917,2407.6180845204917,2407.6180845204917,2407.6180845204917,2407.6180845204917,2407.6180845204917
174,2091.7064108567665,2091.7064108567665,2091.7064108567665,2091.7064108567665,2091.7064108567665,2091.7064108567665,2091.7064108567665,2091.7064108567665,2091.7064108567665,2091.7064108567665
175,1843.8738375174767,1843.8738375174767,1843.8738375174767,1843.8738375174767,1843.8738375174767,1843.8738375174767,1843.8738375174767,1843.8738375174767,1843.8738375174767,1843.8738375174767
176,1319.9568309554345,1319.9568309554345,1319.9568309554345,1319.9568309554345,1319.9568309554345,1319.9568309554345,1319.9568309554345,1319.9568309554345,1319.9568309554345,1319.9568309554345
177,3645.859201630874,3645.859201630874,3645.859201630874,3645.859201630874,3645.859201630874,3645.859201630874,3645.859201630874,3645.859201630874,3645.859201630874,3645.859201630874
178,1801.914792486522,1801.914792486522,1801.914792486522,1801.914792486522,1801.914792486522,1801.914792486522,1801.914792486522,1801.914792486522,1801.914792486522,1801.914792486522
179,2818.0379187844333,2818.0379187844333,2818.0379187844333,2818.0379187844333,2818.0379187844333,2818.0379187844333,2818.0379187844333,2818.0379187844333,2818.0379187844333,2818.0379187844333
180,1519.429899458544,1519.429899458544,1519.429899458544,1519.429899458544,1519.429899458544,1519.429899458544,1519.429899458544,1519.429899458544,1519.429899458544,1519.429899458544
181,1863.4153705196466,1863.4153705196466,1863.4153705196466,1863.4153705196466,1863.4153705196466,1863.4153705196466,1863.4153705196466,1863.4153705196466,1863.4153705196466,1863.4153705196466
182,1456.0076284589768,1456.0076284589768,1456.0076284589768,1456.0076284589768,1456.0076284589768,1456.0076284589768,1456.0076284589768,1456.0076284589768,1456.0076284589768,1456.0076284589768
183,1468.4324801332546,1468.4324801332546,1468.4324801332546,1468.4324801332546,1468.4324801332546,1468.4324801332546,1468.4324801332546,1468.4324801332546,1468.4324801332546,1468.4324801332546
184,2895.8884224660223,2895.8884224660223,2895.8884224660223,2895.8884224660223,2895.8884224660223,2895.8884224660223,2895.8884224660223,2895.8884224660223,2895.8884224660223,2895.8884224660223
185,1831.677650746878,1831.677650746878,1831.677650746878,1831.677650746878,1831.677650746878,1831.677650746878,1831.677650746878,1831.677650746878,1831.677650746878,1831.677650746878
186,2712.3754364458628,2712.3754364458628,2712.3754364458628,2712.3754364458628,2712.3754364458628,2712.3754364458628,2712.3754364458628,2712.3754364458628,2712.3754364458628,2712.3754364458628
187,1043.498281849789,1043.498281849789,1043.498281849789,1043.498281849789,1043.498281849789,1043.498281849789,1043.498281849789,1043.498281849789,1043.498281849789,1043.498281849789
188,3935.494572910421,3935.494572910421,3935.494572910421,3935.494572910421,3935.494572910421,3935.494572910421,3935.494572910421,3935.494572910421,3935.494572910421,3935.494572910421
189,2165.2064787375325,2165.2064787375325,2165.2064787375325,2165.2064787375325,2165.2064787375325,2165.2064787375325,2165.2064787375325,2165.2064787375325,2165.2064787375325,2165.2064787375325
190,2120.6329422862736,2120.6329422862736,2120.6329422862736,2120.6329422862736,2120.6329422862736,2120.6329422862736,2120.6329422862736,2120.6329422862736,2120.6329422862736,2120.6329422862736
191,3244.8412769356873,3244.8412769356873,3244.8412769356873,3244.8412769356873,3244.8412769356873,3244.8412769356873,3244.8412769356873,3244.8412769356873,3244.8412769356873,3244.8412769356873
192,2101.8882686704437,2101.8882686704437,2101.8882686704437,2101.8882686704437,2101.8882686704437,2101.8882686704437,2101.8882686704437,2101.8882686704437,2101.8882686704437,2101.8882686704437
193,1472.051819218027,1472.051819218027,1472.051819218027,1472.051819218027,1472.051819218027,1472.051819218027,1472.051819218027,1472.051819218027,1472.051819218027,1472.051819218027
194,1061.204868699495,1061.204868699495,1061.204868699495,1061.204868699495,1061.204868699495,1061.204868699495,1061.204868699495,1061.204868699495,1061.204868699495,1061.204868699495
195,4042.2498089181536,4042.2498089181536,4042.2498089181536,4042.2498089181536,4042.2498089181536,4042.2498089181536,4042.2498089181536,4042.2498089181536,4042.2498089181536,4042.2498089181536
196,2480.582322537441,2480.582322537441,2480.582322537441,2480.582322537441,2480.582322537441,2480.582322537441,2480.582322537441,2480.582322537441,2480.582322537441,2480.582322537441
197,2296.7869658715326,2296.7869658715326,2296.7869658715326,2296.7869658715326,2296.7869658715326,2296.7869658715326,2296.7869658715326,2296.7869658715326,2296.7869658715326,2296.7869658715326
198,2049.7123246976134,2049.7123246976134,2049.7123246976134,2049.7123246976134,2049.7123246976134,2049.7123246976134,2049.7123246976134,2049.7123246976134,2049.7123246976134,2049.7123246976134
199,805.8810011380223,805.8810011380223,805.8810011380223,805.8810011380223,805.8810011380223,805.8810011380223,805.8810011380223,805.8810011380223,805.8810011380223,805.8810011380223
200,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072,4913.790427080072
201,2440.613027127266,2440.613027127266,2440.613027127266,2440.613027127266,2440.613027127266,2440.613027127266,2440.613027127266,2440.613027127266,2440.613027127266,2440.613027127266
202,3944.8095935355022,3944.8095935355022,3944.8095935355022,3944.8095935355022,3944.8095935355022,3944.8095935355022,3944.8095935355022,3944.8095935355022,3944.8095935355022,3944.8095935355022
203,1195.6655012095862,1195.6655012095862,1195.6655012095862,1195.6655012095862,1195.6655012095862,1195.6655012095862,1195.6655012095862,1195.6655012095862,1195.6655012095862,1195.6655012095862
204,5547.345573636736,5547.345573636736,5547.345573636736,5547.345573636736,5547.345573636736,5547.345573636736,5547.345573636736,5547.345573636736,5547.345573636736,5547.345573636736
205,974.2439938577793,974.2439938577793,974.2439938577793,974.2439938577793,974.2439938577793,974.2439938577793,974.2439938577793,974.2439938577793,974.2439938577793,974.2439938577793
206,2098.681078846058,2098.681078846058,2098.681078846058,2098.681078846058,2098.681078846058,2098.681078846058,2098.681078846058,2098.681078846058,2098.681078846058,2098.681078846058
207,1588.5177364317788,1588.5177364317788,1588.5177364317788,1588.5177364317788,1588.5177364317788,1588.5177364317788,1588.5177364317788,1588.5177364317788,1588.5177364317788,1588.5177364317788
208,1148.9636183368773,1148.9636183368773,1148.9636183368773,1148.9636183368773,1148.9636183368773,1148.9636183368773,1148.9636183368773,1148.9636183368773,1148.9636183368773,1148.9636183368773
209,1304.1569255162512,1304.1569255162512,1304.1569255162512,1304.1569255162512,1304.1569255162512,1304.1569255162512,1304.1569255162512,1304.1569255162512,1304.1569255162512,1304.1569255162512
210,2419.245852008743,2419.245852008743,2419.245852008743,2419.245852008743,2419.245852008743,2419.245852008743,2419.245852008743,2419.245852008743,2419.245852008743,2419.245852008743
211,1314.1335533280303,1314.1335533280303,1314.1335533280303,1314.1335533280303,1314.1335533280303,1314.1335533280303,1314.1335533280303,1314.1335533280303,1314.1335533280303,1314.1335533280303
212,5098.065317551082,5098.065317551082,5098.065317551082,5098.065317551082,5098.065317551082,5098.065317551082,5098.065317551082,5098.065317551082,5098.065317551082,5098.065317551082
213,1173.175525566064,1173.175525566064,1173.175525566064,1173.175525566064,1173.175525566064,1173.175525566064,1173.175525566064,1173.175525566064,1173.175525566064,1173.175525566064
214,1320.8897343281296,1320.8897343281296,1320.8897343281296,1320.8897343281296,1320.8897343281296,1320.8897343281296,1320.8897343281296,1320.8897343281296,1320.8897343281296,1320.8897343281296
215,1469.6581332628334,1469.6581332628334,1469.6581332628334,1469.6581332628334,1469.6581332628334,1469.6581332628334,1469.6581332628334,1469.6581332628334,1469.6581332628334,1469.6581332628334
216,3065.847177163838,3065.847177163838,3065.847177163838,3065.847177163838,3065.847177163838,3065.847177163838,3065.847177163838,3065.847177163838,3065.847177163838,3065.847177163838
217,2150.3225422357173,2150.3225422357173,2150.3225422357173,2150.3225422357173,2150.3225422357173,2150.3225422357173,2150.3225422357173,2150.3225422357173,2150.3225422357173,2150.3225422357173
218,884.4466916287686,884.4466916287686,884.4466916287686,884.4466916287686,884.4466916287686,884.4466916287686,884.4466916287686,884.4466916287686,884.4466916287686,884.4466916287686
219,1249.194134153924,1249.194134153924,1249.194134153924,1249.194134153924,1249.194134153924,1249.194134153924,1249.194134153924,1249.194134153924,1249.194134153924,1249.194134153924
220,1731.2614781699158,1731.2614781699158,1731.2614781699158,1731.2614781699158,1731.2614781699158,1731.2614781699158,1731.2614781699158,1731.2614781699158,1731.2614781699158,1731.2614781699158
221,1024.8838454628635,1024.8838454628635,1024.8838454628635,1024.8838454628635,1024.8838454628635,1024.8838454628635,1024.8838454628635,1024.8838454628635,1024.8838454628635,1024.8838454628635
222,3897.6145732820614,3897.6145732820614,3897.6145732820614,3897.6145732820614,3897.6145732820614,3897.6145732820614,3897.6145732820614,3897.6145732820614,3897.6145732820614,3897.6145732820614
223,1466.5562670937445,1466.5562670937445,1466.5562670937445,1466.5562670937445,1466.5562670937445,1466.5562670937445,1466.5562670937445,1466.5562670937445,1466.5562670937445,1466.5562670937445
224,1515.7354829548499,1515.7354829548499,1515.7354829548499,1515.7354829548499,1515.7354829548499,1515.7354829548499,1515.7354829548499,1515.7354829548499,1515.7354829548499,1515.7354829548499
225,3894.3554138635786,3894.3554138635786,3894.3554138635786,3894.3554138635786,3894.3554138635786,3894.3554138635786,3894.3554138635786,3894.3554138635786,3894.3554138635786,3894.3554138635786
226,1404.8915396227476,1404.8915396227476,1404.8915396227476,1404.8915396227476,1404.8915396227476,1404.8915396227476,1404.8915396227476,1404.8915396227476,1404.8915396227476,1404.8915396227476
227,2287.466428259913,2287.466428259913,2287.466428259913,2287.466428259913,2287.466428259913,2287.466428259913,2287.466428259913,2287.466428259913,2287.466428259913,2287.466428259913
228,4408.9479036069115,4408.9479036069115,4408.9479036069115,4408.9479036069115,4408.9479036069115,4408.9479036069115,4408.9479036069115,4408.9479036069115,4408.9479036069115,4408.9479036069115
229,2336.1691090895774,2336.1691090895774,2336.1691090895774,2336.1691090895774,2336.1691090895774,2336.1691090895774,2336.1691090895774,2336.1691090895774,2336.1691090895774,2336.1691090895774
230,1394.423778664831,1394.423778664831,1394.423778664831,1394.423778664831,1394.423778664831,1394.423778664831,1394.423778664831,1394.423778664831,1394.423778664831,1394.423778664831
231,1592.1506357132782,1592.1506357132782,1592.1506357132782,1592.1506357132782,1592.1506357132782,1592.1506357132782,1592.1506357132782,1592.1506357132782,1592.1506357132782,1592.1506357132782
232,1286.8739774429796,1286.8739774429796,1286.8739774429796,1286.8739774429796,1286.8739774429796,1286.8739774429796,1286.8739774429796,1286.8739774429796,1286.8739774429796,1286.8739774429796
233,2417.0578289596233,2417.0578289596233,2417.0578289596233,2417.0578289596233,2417.0578289596233,2417.0578289596233,2417.0578289596233,2417.0578289596233,2417.0578289596233,2417.0578289596233
234,5111.935167060727,5111.935167060727,5111.935167060727,5111.935167060727,5111.935167060727,5111.935167060727,5111.935167060727,5111.935167060727,5111.935167060727,5111.935167060727
235,3999.9641372034857,3999.9641372034857,3999.9641372034857,3999.9641372034857,3999.9641372034857,3999.9641372034857,3999.9641372034857,3999.9641372034857,3999.9641372034857,3999.9641372034857
236,842.5968407173532,842.5968407173532,842.5968407173532,842.5968407173532,842.5968407173532,842.5968407173532,842.5968407173532,842.5968407173532,842.5968407173532,842.5968407173532
237,2490.9494894739737,2490.9494894739737,2490.9494894739737,2490.9494894739737,2490.9494894739737,2490.9494894739737,2490.9494894739737,2490.9494894739737,2490.9494894739737,2490.9494894739737
238,1183.7647405217876,1183.7647405217876,1183.7647405217876,1183.7647405217876,1183.7647405217876,1183.7647405217876,1183.7647405217876,1183.7647405217876,1183.7647405217876,1183.7647405217876
239,2887.9228749866024,2887.9228749866024,2887.9228749866024,2887.9228749866024,2887.9228749866024,2887.9228749866024,2887.9228749866024,2887.9228749866024,2887.9228749866024,2887.9228749866024
240,1452.0987465189555,1452.0987465189555,1452.0987465189555,1452.0987465189555,1452.0987465189555,1452.0987465189555,1452.0987465189555,1452.0987465189555,1452.0987465189555,1452.0987465189555
241,2804.2175381204975,2804.2175381204975,2804.2175381204975,2804.2175381204975,2804.2175381204975,2804.2175381204975,2804.2175381204975,2804.2175381204975,2804.2175381204975,2804.2175381204975
242,2170.3573279048405,2170.3573279048405,2170.3573279048405,2170.3573279048405,2170.3573279048405,2170.3573279048405,2170.3573279048405,2170.3573279048405,2170.3573279048405,2170.3573279048405
243,5691.095217731762,5691.095217731762,5691.095217731762,5691.095217731762,5691.095217731762,5691.095217731762,5691.095217731762,5691.095217731762,5691.095217731762,5691.095217731762
244,2462.9054283125947,2462.9054283125947,2462.9054283125947,2462.9054283125947,2462.9054283125947,2462.9054283125947,2462.9054283125947,2462.9054283125947,2462.9054283125947,2462.9054283125947
245,2457.367210745406,2457.367210745406,2457.367210745406,2457.367210745406,2457.367210745406,2457.367210745406,2457.367210745406,2457.367210745406,2457.367210745406,2457.367210745406
246,4410.49328609782,4410.49328609782,4410.49328609782,4410.49328609782,4410.49328609782,4410.49328609782,4410.49328609782,4410.49328609782,4410.49328609782,4410.49328609782
247,3232.650746339596,3232.650746339596,3232.650746339596,3232.650746339596,3232.650746339596,3232.650746339596,3232.650746339596,3232.650746339596,3232.650746339596,3232.650746339596
248,961.7613862532854,961.7613862532854,961.7613862532854,961.7613862532854,961.7613862532854,961.7613862532854,961.7613862532854,961.7613862532854,961.7613862532854,961.7613862532854
249,1324.4217228747602,1324.4217228747602,1324.4217228747602,1324.4217228747602,1324.4217228747602,1324.4217228747602,1324.4217228747602,1324.4217228747602,1324.4217228747602,1324.4217228747602
250,4655.194329049777,4655.194329049777,4655.194329049777,4655.194329049777,4655.194329049777,4655.194329049777,4655.194329049777,4655.194329049777,4655.194329049777,4655.194329049777
251,3860.1740481969505,3860.1740481969505,3860.1740481969505,3860.1740481969505,3860.1740481969505,3860.1740481969505,3860.1740481969505,3860.1740481969505,3860.1740481969505,3860.1740481969505
252,1109.0173435214297,1109.0173435214297,1109.0173435214297,1109.0173435214297,1109.0173435214297,1109.0173435214297,1109.0173435214297,1109.0173435214297,1109.0173435214297,1109.0173435214297
253,3436.086261037009,3436.086261037009,3436.086261037009,3436.086261037009,3436.086261037009,3436.086261037009,3436.086261037009,3436.086261037009,3436.086261037009,3436.086261037009
254,1924.7635243883938,1924.7635243883938,1924.7635243883938,1924.7635243883938,1924.7635243883938,1924.7635243883938,1924.7635243883938,1924.7635243883938,1924.7635243883938,1924.7635243883938
255,1339.45422915852,1339.45422915852,1339.45422915852,1339.45422915852,1339.45422915852,1339.45422915852,1339.45422915852,1339.45422915852,1339.45422915852,1339.45422915852
256,1386.3705195069592,1386.3705195069592,1386.3705195069592,1386.3705195069592,1386.3705195069592,1386.3705195069592,1386.3705195069592,1386.3705195069592,1386.3705195069592,1386.3705195069592
257,2626.23153047503,2626.23153047503,2626.23153047503,2626.23153047503,2626.23153047503,2626.23153047503,2626.23153047503,2626.23153047503,2626.23153047503,2626.23153047503
258,4193.081821940203,4193.081821940203,4193.081821940203,4193.081821940203,4193.081821940203,4193.081821940203,4193.081821940203,4193.081821940203,4193.081821940203,4193.081821940203
259,1630.2323263551984,1630.2323263551984,1630.2323263551984,1630.2323263551984,1630.2323263551984,1630.2323263551984,1630.2323263551984,1630.2323263551984,1630.2323263551984,1630.2323263551984
260,6610.752088037209,6610.752088037209,6610.752088037209,6610.752088037209,6610.752088037209,6610.752088037209,6610.752088037209,6610.752088037209,6610.752088037209,6610.752088037209
261,1770.9381392837167,1770.9381392837167,1770.9381392837167,1770.9381392837167,1770.9381392837167,1770.9381392837167,1770.9381392837167,1770.9381392837167,1770.9381392837167,1770.9381392837167
262,3025.2338100300117,3025.2338100300117,3025.2338100300117,3025.2338100300117,3025.2338100300117,3025.2338100300117,3025.2338100300117,3025.2338100300117,3025.2338100300117,3025.2338100300117
263,1384.5508886207224,1384.5508886207224,1384.5508886207224,1384.5508886207224,1384.5508886207224,1384.5508886207224,1384.5508886207224,1384.5508886207224,1384.5508886207224,1384.5508886207224
264,2192.7355173123515,2192.7355173123515,2192.7355173123515,2192.7355173123515,2192.7355173123515,2192.7355173123515,2192.7355173123515,2192.7355173123515,2192.7355173123515,2192.7355173123515
265,1830.595458609963,1830.595458609963,1830.595458609963,1830.595458609963,1830.595458609963,1830.595458609963,1830.595458609963,1830.595458609963,1830.595458609963,1830.595458609963
266,1373.2992880393765,1373.2992880393765,1373.2992880393765,1373.2992880393765,1373.2992880393765,1373.2992880393765,1373.2992880393765,1373.2992880393765,1373.2992880393765,1373.2992880393765
267,1869.7244913189343,1869.7244913189343,1869.7244913189343,1869.7244913189343,1869.7244913189343,1869.7244913189343,1869.7244913189343,1869.7244913189343,1869.7244913189343,1869.7244913189343
268,1917.5394918758245,1917.5394918758245,1917.5394918758245,1917.5394918758245,1917.5394918758245,1917.5394918758245,1917.5394918758245,1917.5394918758245,1917.5394918758245,1917.5394918758245
269,1682.8719838134998,1682.8719838134998,1682.8719838134998,1682.8719838134998,1682.8719838134998,1682.8719838134998,1682.8719838134998,1682.8719838134998,1682.8719838134998,1682.8719838134998
270,1403.749683392268,1403.749683392268,1403.749683392268,1403.749683392268,1403.749683392268,1403.749683392268,1403.749683392268,1403.749683392268,1403.749683392268,1403.749683392268
271,1250.4108069334343,1250.4108069334343,1250.4108069334343,1250.4108069334343,1250.4108069334343,1250.4108069334343,1250.4108069334343,1250.4108069334343,1250.4108069334343,1250.4108069334343
272,1211.9230587723555,1211.9230587723555,1211.9230587723555,1211.9230587723555,1211.9230587723555,1211.9230587723555,1211.9230587723555,1211.9230587723555,1211.9230587723555,1211.9230587723555
273,1672.3556631294439,1672.3556631294439,1672.3556631294439,1672.3556631294439,1672.3556631294439,1672.3556631294439,1672.3556631294439,1672.3556631294439,1672.3556631294439,1672.3556631294439
274,4823.408518361298,4823.408518361298,4823.408518361298,4823.408518361298,4823.408518361298,4823.408518361298,4823.408518361298,4823.408518361298,4823.408518361298,4823.408518361298
275,5548.499588978562,5548.499588978562,5548.499588978562,5548.499588978562,5548.499588978562,5548.499588978562,5548.499588978562,5548.499588978562,5548.499588978562,5548.499588978562
276,1232.3397656601649,1232.3397656601649,1232.3397656601649,1232.3397656601649,1232.3397656601649,1232.3397656601649,1232.3397656601649,1232.3397656601649,1232.3397656601649,1232.3397656601649
277,2628.82501329937,2628.82501329937,2628.82501329937,2628.82501329937,2628.82501329937,2628.82501329937,2628.82501329937,2628.82501329937,2628.82501329937,2628.82501329937
278,2047.456812172844,2047.456812172844,2047.456812172844,2047.456812172844,2047.456812172844,2047.456812172844,2047.456812172844,2047.456812172844,2047.456812172844,2047.456812172844
279,2059.5537323600456,2059.5537323600456,2059.5537323600456,2059.5537323600456,2059.5537323600456,2059.5537323600456,2059.5537323600456,2059.5537323600456,2059.5537323600456,2059.5537323600456
280,1778.491112408518,1778.491112408518,1778.491112408518,1778.491112408518,1778.491112408518,1778.491112408518,1778.491112408518,1778.491112408518,1778.491112408518,1778.491112408518
281,1599.7480030999027,1599.7480030999027,1599.7480030999027,1599.7480030999027,1599.7480030999027,1599.7480030999027,1599.7480030999027,1599.7480030999027,1599.7480030999027,1599.7480030999027
282,1935.3493305698144,1935.3493305698144,1935.3493305698144,1935.3493305698144,1935.3493305698144,1935.3493305698144,1935.3493305698144,1935.3493305698144,1935.3493305698144,1935.3493305698144
283,4714.295928922022,4714.295928922022,4714.295928922022,4714.295928922022,4714.295928922022,4714.295928922022,4714.295928922022,4714.295928922022,4714.295928922022,4714.295928922022
284,1078.251237713007,1078.251237713007,1078.251237713007,1078.251237713007,1078.251237713007,1078.251237713007,1078.251237713007,1078.251237713007,1078.251237713007,1078.251237713007
285,995.525344020949,995.525344020949,995.525344020949,995.525344020949,995.525344020949,995.525344020949,995.525344020949,995.525344020949,995.525344020949,995.525344020949
286,1816.1594794552404,1816.1594794552404,1816.1594794552404,1816.1594794552404,1816.1594794552404,1816.1594794552404,1816.1594794552404,1816.1594794552404,1816.1594794552404,1816.1594794552404
287,2896.908499328939,2896.908499328939,2896.908499328939,2896.908499328939,2896.908499328939,2896.908499328939,2896.908499328939,2896.908499328939,2896.908499328939,2896.908499328939
288,5738.37961396189,5738.37961396189,5738.37961396189,5738.37961396189,5738.37961396189,5738.37961396189,5738.37961396189,5738.37961396189,5738.37961396189,5738.37961396189
289,3096.928521797762,3096.928521797762,3096.928521797762,3096.928521797762,3096.928521797762,3096.928521797762,3096.928521797762,3096.928521797762,3096.928521797762,3096.928521797762
290,2135.4926375692066,2135.4926375692066,2135.4926375692066,2135.4926375692066,2135.4926375692066,2135.4926375692066,2135.4926375692066,2135.4926375692066,2135.4926375692066,2135.4926375692066
291,1025.152572316405,1025.152572316405,1025.152572316405,1025.152572316405,1025.152572316405,1025.152572316405,1025.152572316405,1025.152572316405,1025.152572316405,1025.152572316405
292,1741.4330837462799,1741.4330837462799,1741.4330837462799,1741.4330837462799,1741.4330837462799,1741.4330837462799,1741.4330837462799,1741.4330837462799,1741.4330837462799,1741.4330837462799
293,2432.3800871220424,2432.3800871220424,2432.3800871220424,2432.3800871220424,2432.3800871220424,2432.3800871220424,2432.3800871220424,2432.3800871220424,2432.3800871220424,2432.3800871220424
294,1263.7766802113952,1263.7766802113952,1263.7766802113952,1263.7766802113952,1263.7766802113952,1263.7766802113952,1263.7766802113952,1263.7766802113952,1263.7766802113952,1263.7766802113952
295,3583.0429038313873,3583.0429038313873,3583.0429038313873,3583.0429038313873,3583.0429038313873,3583.0429038313873,3583.0429038313873,3583.0429038313873,3583.0429038313873,3583.0429038313873
296,1028.611639876287,1028.611639876287,1028.611639876287,1028.611639876287,1028.611639876287,1028.611639876287,1028.611639876287,1028.611639876287,1028.611639876287,1028.611639876287
297,1188.2359130800196,1188.2359130800196,1188.2359130800196,1188.2359130800196,1188.2359130800196,1188.2359130800196,1188.2359130800196,1188.2359130800196,1188.2359130800196,1188.2359130800196
298,1528.7976515084524,1528.7976515084524,1528.7976515084524,1528.7976515084524,1528.7976515084524,1528.7976515084524,1528.7976515084524,1528.7976515084524,1528.7976515084524,1528.7976515084524
299,4289.7609899767185,4289.7609899767185,4289.7609899767185,4289.7609899767185,4289.7609899767185,4289.7609899767185,4289.7609899767185,4289.7609899767185,4289.7609899767185,4289.7609899767185
300,3008.2334423304555,3008.2334423304555,3008.2334423304555,3008.2334423304555,3008.2334423304555,3008.2334423304555,3008.2334423304555,3008.2334423304555,3008.2334423304555,3008.2334423304555
301,4873.747982224186,4873.747982224186,4873.747982224186,4873.747982224186,4873.747982224186,4873.747982224186,4873.747982224186,4873.747982224186,4873.747982224186,4873.747982224186
302,1877.4910078297598,1877.4910078297598,1877.4910078297598,1877.4910078297598,1877.4910078297598,1877.4910078297598,1877.4910078297598,1877.4910078297598,1877.4910078297598,1877.4910078297598
303,4354.774104333468,4354.774104333468,4354.774104333468,4354.774104333468,4354.774104333468,4354.774104333468,4354.774104333468,4354.774104333468,4354.774104333468,4354.774104333468
304,1281.930202548911,1281.930202548911,1281.930202548911,1281.930202548911,1281.930202548911,1281.930202548911,1281.930202548911,1281.930202548911,1281.930202548911,1281.930202548911
305,1293.4334727642959,1293.4334727642959,1293.4334727642959,1293.4334727642959,1293.4334727642959,1293.4334727642959,1293.4334727642959,1293.4334727642959,1293.4334727642959,1293.4334727642959
